64.9,Apr-94,Apr-94,K02000001,United Kingdom,CP00,Overall Index
64.4,Mar-94,Mar-94,K02000001,United Kingdom,CP00,Overall Index
64.2,Feb-94,Feb-94,K02000001,United Kingdom,CP00,Overall Index
64,Jan-94,Jan-94,K02000001,United Kingdom,CP00,Overall Index
64,Dec-93,Dec-93,K02000001,United Kingdom,CP00,Overall Index
63.8,Nov-93,Nov-93,K02000001,United Kingdom,CP00,Overall Index
64,Oct-93,Oct-93,K02000001,United Kingdom,CP00,Overall Index
64,Sep-93,Sep-93,K02000001,United Kingdom,CP00,Overall Index
63.7,Aug-93,Aug-93,K02000001,United Kingdom,CP00,Overall Index
63.4,Jul-93,Jul-93,K02000001,United Kingdom,CP00,Overall Index
63.6,Jun-93,Jun-93,K02000001,United Kingdom,CP00,Overall Index
63.6,May-93,May-93,K02000001,United Kingdom,CP00,Overall Index
63.4,Apr-93,Apr-93,K02000001,United Kingdom,CP00,Overall Index
63,Mar-93,Mar-93,K02000001,United Kingdom,CP00,Overall Index
62.7,Feb-93,Feb-93,K02000001,United Kingdom,CP00,Overall Index
62.4,Jan-93,Jan-93,K02000001,United Kingdom,CP00,Overall Index
62.6,Dec-92,Dec-92,K02000001,United Kingdom,CP00,Overall Index
62.5,Nov-92,Nov-92,K02000001,United Kingdom,CP00,Overall Index
62.5,Oct-92,Oct-92,K02000001,United Kingdom,CP00,Overall Index
62.3,Sep-92,Sep-92,K02000001,United Kingdom,CP00,Overall Index
62.1,Aug-92,Aug-92,K02000001,United Kingdom,CP00,Overall Index
62,Jul-92,Jul-92,K02000001,United Kingdom,CP00,Overall Index
62.2,Jun-92,Jun-92,K02000001,United Kingdom,CP00,Overall Index
62.2,May-92,May-92,K02000001,United Kingdom,CP00,Overall Index
61.8,Apr-92,Apr-92,K02000001,United Kingdom,CP00,Overall Index
61.1,Mar-92,Mar-92,K02000001,United Kingdom,CP00,Overall Index
60.8,Feb-92,Feb-92,K02000001,United Kingdom,CP00,Overall Index
60.5,Jan-92,Jan-92,K02000001,United Kingdom,CP00,Overall Index
60.7,Dec-91,Dec-91,K02000001,United Kingdom,CP00,Overall Index
60.5,Nov-91,Nov-91,K02000001,United Kingdom,CP00,Overall Index
60.4,Oct-91,Oct-91,K02000001,United Kingdom,CP00,Overall Index
60.1,Sep-91,Sep-91,K02000001,United Kingdom,CP00,Overall Index
59.9,Aug-91,Aug-91,K02000001,United Kingdom,CP00,Overall Index
59.3,Jul-91,Jul-91,K02000001,United Kingdom,CP00,Overall Index
59.5,Jun-91,Jun-91,K02000001,United Kingdom,CP00,Overall Index
59.2,May-91,May-91,K02000001,United Kingdom,CP00,Overall Index
58.7,Apr-91,Apr-91,K02000001,United Kingdom,CP00,Overall Index
57.5,Mar-91,Mar-91,K02000001,United Kingdom,CP00,Overall Index
57.2,Feb-91,Feb-91,K02000001,United Kingdom,CP00,Overall Index
57,Jan-91,Jan-91,K02000001,United Kingdom,CP00,Overall Index
57,Dec-90,Dec-90,K02000001,United Kingdom,CP00,Overall Index
56.9,Nov-90,Nov-90,K02000001,United Kingdom,CP00,Overall Index
56.7,Oct-90,Oct-90,K02000001,United Kingdom,CP00,Overall Index
56.2,Sep-90,Sep-90,K02000001,United Kingdom,CP00,Overall Index
55.7,Aug-90,Aug-90,K02000001,United Kingdom,CP00,Overall Index
55.2,Jul-90,Jul-90,K02000001,United Kingdom,CP00,Overall Index
55.2,Jun-90,Jun-90,K02000001,United Kingdom,CP00,Overall Index
55,May-90,May-90,K02000001,United Kingdom,CP00,Overall Index
54.4,Apr-90,Apr-90,K02000001,United Kingdom,CP00,Overall Index
53.1,Mar-90,Mar-90,K02000001,United Kingdom,CP00,Overall Index
52.9,Feb-90,Feb-90,K02000001,United Kingdom,CP00,Overall Index
52.4,Jan-90,Jan-90,K02000001,United Kingdom,CP00,Overall Index
52.2,Dec-89,Dec-89,K02000001,United Kingdom,CP00,Overall Index
52.1,Nov-89,Nov-89,K02000001,United Kingdom,CP00,Overall Index
51.9,Oct-89,Oct-89,K02000001,United Kingdom,CP00,Overall Index
51.5,Sep-89,Sep-89,K02000001,United Kingdom,CP00,Overall Index
51.1,Aug-89,Aug-89,K02000001,United Kingdom,CP00,Overall Index
51,Jul-89,Jul-89,K02000001,United Kingdom,CP00,Overall Index
51,Jun-89,Jun-89,K02000001,United Kingdom,CP00,Overall Index
50.9,May-89,May-89,K02000001,United Kingdom,CP00,Overall Index
50.5,Apr-89,Apr-89,K02000001,United Kingdom,CP00,Overall Index
50,Mar-89,Mar-89,K02000001,United Kingdom,CP00,Overall Index
49.7,Feb-89,Feb-89,K02000001,United Kingdom,CP00,Overall Index
49.5,Jan-89,Jan-89,K02000001,United Kingdom,CP00,Overall Index
49.3,Dec-88,Dec-88,K02000001,United Kingdom,CP00,Overall Index
49.3,Nov-88,Nov-88,K02000001,United Kingdom,CP00,Overall Index
49,Oct-88,Oct-88,K02000001,United Kingdom,CP00,Overall Index
48.7,Sep-88,Sep-88,K02000001,United Kingdom,CP00,Overall Index
48.5,Aug-88,Aug-88,K02000001,United Kingdom,CP00,Overall Index
48.2,Jul-88,Jul-88,K02000001,United Kingdom,CP00,Overall Index
48.2,Jun-88,Jun-88,K02000001,United Kingdom,CP00,Overall Index
48,May-88,May-88,K02000001,United Kingdom,CP00,Overall Index
47.8,Apr-88,Apr-88,K02000001,United Kingdom,CP00,Overall Index
47.2,Mar-88,Mar-88,K02000001,United Kingdom,CP00,Overall Index
47,Feb-88,Feb-88,K02000001,United Kingdom,CP00,Overall Index
46.9,Jan-88,Jan-88,K02000001,United Kingdom,CP00,Overall Index
